Stock Index,Index,Industry,VWAP,General Index,NAV,P/E Ratio,Volumes Traded,Inventory Turnover,Covid Impact (Beta),Tracking Error,Dollar Exchange Rate,Put-Call Ratio,P/B Ratio,Stock Price
AC2410,NYSE,Materials,114.34,12765.84,27.26,173.49,16531249,4.06,0.03,0.0512,1,0.88,4.16,456.2928857
AC2411,NYSE,Energy,359.13,12765.84,22.21,136.04,17104006,7.87,0.11,0.057,1,0.64,7.61,289.7800119
AC2412,NSE,Real Estate,345,11270.15,22.73,192.96,10558866,3.02,-0.43,0.0446,74.9,0.95,6.76,420.5346129
AC2413,NSE,Real Estate,401.68,11270.15,67.23,100.75,1451584,4.97,-0.43,0.0278,74.9,1.1,9.23,668.3749939
AC2414,S&P 500,Materials,638.43,3351.28,28.12,110.45,6655973,3.23,0.03,0.0608,1,1.05,7.05,303.0894653
AC2415,NSE,Materials,26.37,11270.15,97.08,84.6,7229945,8.26,0.03,0.0365,74.9,1,7.57,813.1986009
AC2416,NYSE,Real Estate,135.12,12765.84,89.77,77.12,7850745,4.84,-0.43,0.0401,1,0.73,0.59,685.0115522
AC2417,NSE,Healthcare,353.42,11270.15,11.33,115.76,2675331,6.36,0.78,0.024,74.9,1.23,7.75,121.0528236
AC2418,JSE,Real Estate,344.3,55722,63.67,93.5,14116443,7.39,-0.43,0.0515,17.7,0.88,6.69,586.8541134
AC2419,S&P 500,Materials,577.87,3351.28,72.15,186.96,11464596,7.72,0.03,0.0285,1,0.74,3.8,1332.83761
AC2420,S&P 500,Energy,662.95,3351.28,27.71,46.26,18698312,4.19,0.11,0.0374,1,0.85,3.51,127.4628474
AC2421,NYSE,Energy,362.23,12765.84,17.09,72.39,4445332,4.9,0.11,0.0375,1,0.91,5.17,117.6084315
AC2422,JSE,Information Tech,503.24,55722,78.08,139.82,19883603,5.39,0.23,0.0512,17.7,0.63,6.4,1079.59241
AC2423,NSE,Energy,160.2,11270.15,35.28,198.43,3756912,5.84,0.11,0.0349,74.9,1.08,5,680.9421059
AC2424,NYSE,Real Estate,574.1,12765.84,14.83,168.37,1331642,7.15,-0.43,0.0416,1,1.11,3.42,235.8007225
AC2425,S&P 500,Materials,964.63,3351.28,41.78,25.35,1364182,8.04,0.03,0.0273,1,0.64,7.19,122.0449634
AC2426,JSE,Healthcare,64.25,55722,92.14,174.97,1129942,7.15,0.78,0.0505,17.7,1.28,3.79,1595.221061
AC2427,S&P 500,Energy,146.41,3351.28,76.89,60.99,16066176,7.12,0.11,0.0467,1,0.94,7.71,463.3296019
AC2428,S&P 500,Real Estate,788.94,3351.28,90.51,127.78,12202946,7.08,-0.43,0.0344,1,0.8,3.81,1151.121979
AC2429,JSE,Information Tech,397.92,55722,12.78,35.88,12404690,7.15,0.23,0.0155,17.7,1.13,5.75,43.4816721
AC2430,BSE,Energy,914.01,38182.08,51.78,151.12,6083613,4.18,0.11,0.017,74.9,0.8,9.16,781.7624183
AC2431,NYSE,Real Estate,755.09,12765.84,89.1,117.91,1772736,3.45,-0.43,0.0572,1,0.76,2.11,1044.952644
AC2432,NYSE,Energy,365.06,12765.84,85.1,32.07,10820074,4.56,0.11,0.0381,1,1.17,4.62,270.6513176
AC2433,S&P 500,Healthcare,573.69,3351.28,43.23,124.48,4967033,6.53,0.78,0.0549,1,1.2,4.4,528.3552679
AC2434,BSE,Real Estate,667.15,38182.08,78.03,150.88,19465582,4.03,-0.43,0.0205,74.9,0.88,2.8,1166.178932
AC2435,S&P 500,Real Estate,223.39,3351.28,44.17,45.28,6212008,6.54,-0.43,0.0539,1,1.12,3.74,196.0199841
AC2436,NYSE,Energy,763.35,12765.84,97.11,187.94,14950197,6.26,0.11,0.0363,1,1.07,1.55,1812.798072
AC2437,NYSE,Energy,644.87,12765.84,29.43,23.71,14326156,5.64,0.11,0.0531,1,0.83,9.19,70.94194018
AC2438,S&P 500,Real Estate,911.52,3351.28,32.63,12.79,8461490,2.96,-0.43,0.0412,1,0.89,2.97,54.45539512
AC2439,S&P 500,Real Estate,226.39,3351.28,69.73,48.03,14712844,6.37,-0.43,0.0429,1,1.11,9.15,330.6395994
AC2440,NYSE,Healthcare,685.25,12765.84,68.39,177.83,19764493,7.73,0.78,0.0544,1,0.83,6.34,1202.91939
AC2441,S&P 500,Real Estate,801.9,3351.28,15.3,31.02,10299375,6.03,-0.43,0.0366,1,1.26,1.44,52.25589231
AC2442,BSE,Real Estate,910.61,38182.08,77.32,179.13,18583591,6.29,-0.43,0.0442,74.9,1.26,5.89,1381.130922
AC2443,NSE,Healthcare,336.27,11270.15,69.9,133.56,10117113,6.78,0.78,0.0206,74.9,0.98,3.94,921.2584211
AC2444,NSE,Materials,511.89,11270.15,16.47,58.56,12609912,3.16,0.03,0.0302,74.9,1.16,5.5,92.55307336
AC2445,NYSE,Real Estate,860.38,12765.84,56.65,177.84,10996037,4.07,-0.43,0.0531,1,1.03,4.65,1000.475463
AC2446,NYSE,Information Tech,909.97,12765.84,14.3,166.93,13647534,7.74,0.23,0.0314,1,1.29,8.6,236.4860597
AC2447,NYSE,Materials,725.12,12765.84,89.75,109.37,17849611,6.37,0.03,0.0215,1,1.27,3.19,975.9566263
AC2448,NSE,Real Estate,290.29,11270.15,99.72,95.92,6557201,8.17,-0.43,0.0185,74.9,1.11,4.66,947.6106594
AC2449,S&P 500,Healthcare,54.3,3351.28,66.88,174.65,646479,3.24,0.78,0.0256,1,0.62,1.38,1151.182804
AC2450,BSE,Materials,218.57,38182.08,89.39,93.13,19577769,3.69,0.03,0.0494,74.9,0.65,1.48,823.7631871
AC2451,BSE,Healthcare,820.13,38182.08,14.04,136.33,16510531,4,0.78,0.0611,74.9,1.18,8.35,186.9792202
AC2452,NYSE,Information Tech,682.23,12765.84,67.3,191.18,16043258,7.5,0.23,0.0236,1,1.2,7.19,1271.875115
AC2453,S&P 500,Materials,294.52,3351.28,96.3,142.27,15908434,8.13,0.03,0.0483,1,0.84,0.8,1356.602696
AC2454,JSE,Real Estate,797.97,55722,27.6,154.59,5824534,5.11,-0.43,0.0351,17.7,0.96,1.28,419.1275278
AC2455,NSE,Energy,441.98,11270.15,54.46,155.97,3482043,8.05,0.11,0.0454,74.9,0.91,3.89,835.2640811
AC2456,NYSE,Real Estate,957.95,12765.84,53.45,70.29,18836531,4.72,-0.43,0.0442,1,1.04,4.46,386.6538085
AC2457,NYSE,Energy,910.91,12765.84,29.33,68.09,10918376,6.5,0.11,0.0442,1,1.28,1.16,206.9897317
AC2458,NYSE,Information Tech,462.96,12765.84,67.36,38.05,11218255,6.85,0.23,0.0603,1,0.93,8.18,253.9814644
AC2459,S&P 500,Healthcare,510.14,3351.28,17.07,155.95,4169954,5.44,0.78,0.0393,1,0.81,8.17,252.9706267
AC2460,NYSE,Healthcare,422.67,12765.84,43.74,107.34,19210540,8.22,0.78,0.0267,1,0.65,4.83,460.2126235
AC2461,NSE,Real Estate,547.75,11270.15,76.78,169.51,16940391,4.81,-0.43,0.0578,74.9,0.82,0.99,1286.756266
AC2462,NYSE,Information Tech,159.44,12765.84,14.95,87.42,5867883,5.44,0.23,0.0319,1,0.77,7.45,122.7172182
AC2463,S&P 500,Healthcare,9.44,3351.28,42.11,96.63,15939803,4.96,0.78,0.0241,1,0.81,9.53,397.8013695
AC2464,NSE,Healthcare,67.34,11270.15,49.9,26.51,10708544,5.14,0.78,0.0332,74.9,1.05,2.22,130.1212722
AC2465,BSE,Information Tech,809.57,38182.08,43.07,42.48,804857,4.25,0.23,0.0208,74.9,1.11,4.81,186.9427318
AC2466,S&P 500,Materials,923.46,3351.28,23.54,40.23,8894247,5.8,0.03,0.0321,1,1.03,5.88,105.697818
AC2467,JSE,Real Estate,559.94,55722,25.15,24.6,3563346,6.21,-0.43,0.0282,17.7,0.86,1.3,61.68848937
AC2468,BSE,Healthcare,927.39,38182.08,97.57,63.12,15187439,6.58,0.78,0.0555,74.9,0.83,4.67,624.9587923
AC2469,S&P 500,Materials,133.58,3351.28,61.37,114.67,10033637,5.49,0.03,0.0363,1,0.81,6.09,692.7767258
AC2470,NYSE,Materials,75.86,12765.84,70.47,67.97,7800764,5.69,0.03,0.0513,1,0.99,4.34,472.5897804
AC2471,NYSE,Materials,834.71,12765.84,78.01,153.24,4947939,3.89,0.03,0.0541,1,0.71,7.34,1189.542906
AC2472,NYSE,Information Tech,343.83,12765.84,99.94,25.2,18133167,6.27,0.23,0.0475,1,1,6.11,250.2089224
AC2473,NSE,Information Tech,675.69,11270.15,29.87,17.36,14621249,6.05,0.23,0.0588,74.9,0.79,6.32,54.24637449
AC2474,NYSE,Information Tech,536.51,12765.84,66.93,76.83,7553921,2.69,0.23,0.0303,1,1.25,1.06,508.6394026
AC2475,NSE,Energy,439.19,11270.15,42.89,106.72,2380383,7.28,0.11,0.0192,74.9,0.68,2.62,448.4693432
AC2476,JSE,Information Tech,219.5,55722,67.18,91.69,15897236,3.73,0.23,0.0526,17.7,0.7,5.82,607.4445694
AC2477,NYSE,Energy,479.3,12765.84,15.85,148.53,2206720,6.55,0.11,0.0512,1,1.28,1.6,222.5682947
AC2478,BSE,Real Estate,43.84,38182.08,92.27,40.23,1156466,4.27,-0.43,0.0242,74.9,0.97,6.11,367.4945761
AC2479,NSE,Information Tech,613.7,11270.15,50.83,196.1,13099395,2.79,0.23,0.0371,74.9,1.24,3.11,980.3373936
AC2480,NYSE,Information Tech,538.42,12765.84,15.54,41.92,6848542,4.53,0.23,0.0342,1,0.74,8.57,63.16982718
AC2481,NYSE,Materials,957.68,12765.84,64.82,128.13,11256301,8.03,0.03,0.0164,1,0.96,2.22,835.7561659
AC2482,NYSE,Real Estate,595.1,12765.84,37.94,158.49,11670158,5.85,-0.43,0.0415,1,0.65,9.19,588.3632617
AC2483,S&P 500,Information Tech,903.36,3351.28,28.99,46.42,19260137,6.76,0.23,0.0595,1,1.1,5.34,143.4460046
AC2484,NSE,Materials,820.28,11270.15,74.88,186.23,3622692,5.37,0.03,0.0501,74.9,0.66,7.64,1384.655522
AC2485,BSE,Real Estate,131.57,38182.08,16.3,149.58,5078789,3.11,-0.43,0.0487,74.9,0.89,7.7,229.684301
AC2486,NYSE,Materials,9.79,12765.84,99.93,73.24,11670029,4.77,0.03,0.0207,1,0.74,4.45,724.9208729
AC2487,BSE,Healthcare,103.87,38182.08,10.11,124.99,693670,5.03,0.78,0.0341,74.9,0.8,4.31,114.966817
AC2488,NSE,Real Estate,779.04,11270.15,32.59,97.88,16610795,8.3,-0.43,0.043,74.9,0.93,3.41,316.2676483
AC2489,NYSE,Real Estate,733.36,12765.84,69.02,148.43,2449778,7.16,-0.43,0.0472,1,1.06,9.45,1015.15901
AC2490,BSE,Energy,779.46,38182.08,47.88,62.37,14449305,2.93,0.11,0.0491,74.9,0.87,5.51,299.4381787
AC2491,NSE,Real Estate,511.83,11270.15,48.87,106.46,656386,5.54,-0.43,0.0165,74.9,0.68,9.09,511.5182882
AC2492,BSE,Energy,862.13,38182.08,68.73,167.16,14391845,3.9,0.11,0.0366,74.9,1.25,7.59,1143.064608
AC2493,BSE,Materials,796.04,38182.08,83,142.71,17825849,5.94,0.03,0.0567,74.9,0.98,3.16,1177.909559
AC2494,JSE,Information Tech,553.62,55722,25.51,113.27,12632699,8.3,0.23,0.0286,17.7,1.27,6.37,280.0482127
AC2495,JSE,Healthcare,812.68,55722,99.65,173.77,12885038,3.1,0.78,0.0164,17.7,1.22,8.99,1722.721214
AC2496,NYSE,Healthcare,730.48,12765.84,69.59,52.74,13819996,3.64,0.78,0.0282,1,1.09,3.05,367.287157
AC2497,BSE,Information Tech,625.67,38182.08,72.02,103.45,9916460,6.81,0.23,0.042,74.9,0.85,8.18,737.9567618
AC2498,S&P 500,Materials,109.22,3351.28,59.24,161.96,6824280,5.04,0.03,0.0152,1,1.29,1.09,943.7717227
AC2499,NYSE,Real Estate,453.12,12765.84,82.79,77.47,832891,5.1,-0.43,0.0438,1,0.82,3.98,635.005003
AC2500,NSE,Materials,361.1,11270.15,58.27,165.03,16009023,3.34,0.03,0.0378,74.9,0.69,2.33,946.1834387
AC2501,NSE,Energy,451.51,11270.15,92.86,130.89,17422143,3.74,0.11,0.0305,74.9,1.01,5.07,1203.785475
AC2502,S&P 500,Energy,281.72,3351.28,76.44,168.68,5121527,3.35,0.11,0.0178,1,0.78,0.7,1273.303814
AC2503,BSE,Real Estate,358.6,38182.08,48.06,141.18,12091205,8.18,-0.43,0.028,74.9,1.08,6.33,665.394039
AC2504,JSE,Real Estate,257.05,55722,35.15,198.98,12848223,2.97,-0.43,0.0399,17.7,0.62,1.2,680.3690926
AC2505,BSE,Energy,218.75,38182.08,34,117.25,4676330,7.32,0.11,0.0286,74.9,1.1,4.62,387.6291887
AC2506,NSE,Information Tech,824.55,11270.15,55.71,190.52,18922493,5.44,0.23,0.0558,74.9,1.23,7.35,1051.345533
AC2507,JSE,Materials,551.7,55722,88.11,17.65,14510421,3.87,0.03,0.0524,17.7,1.03,7.18,155.9343176
AC2508,NYSE,Energy,960.24,12765.84,50.76,188.32,3705508,3.85,0.11,0.0492,1,0.63,5.05,955.472354
AC2509,S&P 500,Information Tech,338.35,3351.28,87.31,57.72,14485014,7.1,0.23,0.0189,1,0.81,6.72,499.0762981
AC2510,NYSE,Information Tech,632.83,12765.84,56.94,194.2,15420890,6.76,0.23,0.0164,1,0.93,4.71,1089.814868
AC2511,S&P 500,Real Estate,295.56,3351.28,56.95,131.48,11037692,3.67,-0.43,0.0207,1,1.09,1.21,736.403688
AC2512,JSE,Healthcare,226.09,55722,49.9,20.27,2338399,5.98,0.78,0.0445,17.7,0.87,3.04,99.8022912
AC2513,BSE,Materials,210.1,38182.08,71.49,29.1,14080897,7.12,0.03,0.016,74.9,0.8,7.31,205.6756593
AC2514,NYSE,Real Estate,571.42,12765.84,86.04,111.49,5971660,6.25,-0.43,0.0312,1,1.17,5.78,950.5274696
AC2515,BSE,Materials,166.42,38182.08,49.4,52.8,18072423,7.82,0.03,0.0445,74.9,0.84,7.04,256.0655824
AC2516,BSE,Real Estate,430.58,38182.08,23.84,82.34,5379875,5.24,-0.43,0.0417,74.9,1.13,2.11,189.4229955
AC2517,BSE,Energy,273.61,38182.08,46.99,34.45,12901880,3.3,0.11,0.0456,74.9,1.15,1.47,159.1204836
AC2518,BSE,Healthcare,686.92,38182.08,87.75,189.89,1472717,2.74,0.78,0.0218,74.9,0.86,8.3,1651.834661
AC2519,NYSE,Energy,561.49,12765.84,85.89,75.1,19018374,4.26,0.11,0.0451,1,1.14,0.82,639.8596065
AC2520,BSE,Healthcare,206.26,38182.08,56.51,130.34,14467786,5.03,0.78,0.0154,74.9,0.62,6.24,724.280933
AC2521,NSE,Information Tech,103.02,11270.15,71.95,49.21,3740057,6.39,0.23,0.0555,74.9,0.62,7.54,349.6096612
AC2522,NSE,Materials,125.37,11270.15,27.87,32.9,4157811,3.85,0.03,0.0515,74.9,1.06,9.16,88.85515403
AC2523,NSE,Real Estate,861.81,11270.15,36.99,180.72,15889663,4.04,-0.43,0.0202,74.9,0.76,3.2,661.3842958
AC2524,NYSE,Information Tech,456.75,12765.84,34.02,133.8,4124684,7.21,0.23,0.0399,1,0.95,4.4,443.4120196
AC2525,JSE,Energy,268.42,55722,11.17,90.17,13555354,7.48,0.11,0.0536,17.7,1.02,0.54,92.73309257
AC2526,NSE,Materials,479.43,11270.15,12.49,183.26,11249008,6.63,0.03,0.0433,74.9,0.69,3.75,212.8319457
AC2527,NYSE,Healthcare,235.59,12765.84,28.47,66.47,9445856,7.92,0.78,0.0194,1,1.25,3.78,183.3752418
AC2528,S&P 500,Real Estate,791.5,3351.28,95.14,162.81,878273,3.82,-0.43,0.0285,1,0.99,3.48,1540.162899
AC2529,NYSE,Energy,479.23,12765.84,37.32,190.12,924440,4.87,0.11,0.0584,1,0.88,1,692.3154862
AC2530,JSE,Real Estate,63.17,55722,16.67,77.24,7858003,4.76,-0.43,0.0295,17.7,0.79,2.28,121.5731852
AC2531,BSE,Healthcare,716.6,38182.08,43.66,72.47,18927094,7.99,0.78,0.0276,74.9,0.85,6.33,314.3823632
AC2532,NYSE,Information Tech,844.23,12765.84,60.43,14.31,19064122,7.73,0.23,0.049,1,0.62,6.12,94.90754735
AC2533,JSE,Materials,854.62,55722,21.03,42.95,19579702,7.3,0.03,0.0257,17.7,0.86,3.91,96.49306701
AC2534,NYSE,Materials,704.25,12765.84,58.73,27.43,4706024,6.71,0.03,0.0552,1,0.62,6.41,163.1101034
AC2535,S&P 500,Materials,92.53,3351.28,39.04,128.66,16956467,7.63,0.03,0.0214,1,1.23,3.75,489.945941
AC2536,BSE,Real Estate,595.09,38182.08,72.31,178.61,6422694,6.14,-0.43,0.0177,74.9,1.2,7.93,1276.436614
AC2537,BSE,Materials,524.49,38182.08,11.39,49.83,6315567,3.31,0.03,0.0254,74.9,0.93,1.01,53.89382843
AC2538,NYSE,Materials,112.19,12765.84,97.62,50.96,12527399,3.49,0.03,0.0162,1,1.09,4.55,492.7839979
AC2539,S&P 500,Materials,632.22,3351.28,82.46,90.37,15172857,3.89,0.03,0.0457,1,0.73,0.48,739.4643936
AC2540,NSE,Materials,250.79,11270.15,15.78,139.93,989679,3.02,0.03,0.0452,74.9,1.24,8.15,207.8226189
AC2541,NYSE,Information Tech,429.73,12765.84,33.71,132.34,1217537,6.7,0.23,0.0356,1,0.65,7.96,434.3543905
AC2542,NSE,Materials,859.01,11270.15,99.33,118.96,12346143,6.74,0.03,0.0437,74.9,1.1,5.6,1180.389767
AC2543,NYSE,Materials,638.84,12765.84,46.93,28.16,6621536,7.72,0.03,0.0526,1,1.1,4.48,132.72977
AC2544,NYSE,Information Tech,723.74,12765.84,65.67,183.6,12104550,4.76,0.23,0.0175,1,0.87,3.87,1192.71596
AC2545,S&P 500,Real Estate,471.38,3351.28,49.68,27.09,19102667,7.09,-0.43,0.0294,1,1.1,3.02,133.3422032
AC2546,JSE,Energy,301.55,55722,25.4,26.95,993398,2.64,0.11,0.018,17.7,1.08,2.5,66.53061217
AC2547,NSE,Information Tech,935.05,11270.15,40.09,126.81,6597095,2.58,0.23,0.0565,74.9,1.1,6.85,511.7628743
AC2548,NSE,Information Tech,758.05,11270.15,17.27,65.5,1377787,4.66,0.23,0.0258,74.9,0.91,1.04,113.0059576
AC2549,S&P 500,Healthcare,300.79,3351.28,44.71,89.44,4057644,2.89,0.78,0.0547,1,0.84,3.08,391.8733961
AC2550,BSE,Energy,558.96,38182.08,88.58,20.91,15103130,7.51,0.11,0.0396,74.9,0.84,8.57,185.4203704
AC2551,NSE,Materials,51.09,11270.15,76.55,179.06,17145040,6.86,0.03,0.0494,74.9,1.2,9.11,1353.231548
AC2552,NSE,Energy,191.35,11270.15,44.86,68.42,19204623,3.27,0.11,0.0268,74.9,1.14,0.98,300.6575423
AC2553,BSE,Materials,672.64,38182.08,96.62,29.46,4682369,2.7,0.03,0.0308,74.9,1.12,8.39,285.7012699
AC2554,NYSE,Real Estate,164.34,12765.84,29.92,183.28,7853583,6.63,-0.43,0.0254,1,1.03,6.82,530.7548328
AC2555,JSE,Healthcare,556.25,55722,63.89,87.23,8606041,8.23,0.78,0.0445,17.7,0.84,0.82,551.0004062
AC2556,NYSE,Materials,673.63,12765.84,91.87,80.37,12475693,4.2,0.03,0.0183,1,1.27,1.94,734.3809391
AC2557,S&P 500,Information Tech,84.11,3351.28,40.98,111.95,15316548,3.95,0.23,0.0271,1,0.66,7.31,448.1212486
AC2558,NYSE,Healthcare,310.59,12765.84,10.41,92.42,1252232,6.99,0.78,0.0388,1,1.14,7.05,88.24185582
AC2559,JSE,Materials,509.44,55722,95.88,197.18,10362550,5.63,0.03,0.0481,17.7,1.26,4.4,1872.709676
AC2560,S&P 500,Real Estate,626.17,3351.28,63.48,148.9,12145713,7.14,-0.43,0.0469,1,1.29,5.74,933.5462436
AC2561,NYSE,Materials,428.6,12765.84,98.37,27.7,4662764,6.07,0.03,0.036,1,0.67,1.66,270.9531864
AC2562,JSE,Healthcare,714.7,55722,66.55,122.79,12785658,7.98,0.78,0.0202,17.7,1.04,8.32,810.0609202
AC2563,S&P 500,Healthcare,560.5,3351.28,29.55,94.43,16277061,8.23,0.78,0.0324,1,0.75,5.54,272.1590418
AC2564,JSE,Healthcare,244.99,55722,91.41,132.81,13914836,4.24,0.78,0.0359,17.7,1,7.2,1201.501789
AC2565,BSE,Healthcare,285.44,38182.08,11.31,177.74,11574350,5.35,0.78,0.0226,74.9,0.73,6.58,184.8178789
AC2566,NSE,Healthcare,30.12,11270.15,85.87,138.75,18483975,3.02,0.78,0.0239,74.9,1.11,8.7,1178.078065
AC2567,S&P 500,Healthcare,538.76,3351.28,75.87,117.42,14403724,2.65,0.78,0.016,1,0.68,3.16,881.3711197
AC2568,NYSE,Energy,616.01,12765.84,66.89,147.27,6110456,4.03,0.11,0.0538,1,0.73,7.62,973.499722
AC2569,JSE,Healthcare,584.3,55722,30.13,129.15,12373282,3.55,0.78,0.0199,17.7,1.2,5.41,379.0885144
AC2570,NYSE,Energy,867.11,12765.84,93.17,56.42,16892604,7.77,0.11,0.06,1,0.78,3.57,531.1377833
AC2571,NYSE,Real Estate,736.96,12765.84,34.36,15.53,9680209,3.38,-0.43,0.0449,1,0.75,2.92,57.37893173
AC2572,NSE,Energy,789.15,11270.15,40.13,19.14,13996716,6.88,0.11,0.0588,74.9,1.26,5.67,82.24383209
AC2573,NSE,Information Tech,512.56,11270.15,58.6,121.37,12414502,4.26,0.23,0.059,74.9,0.77,6.08,701.032481
AC2574,NSE,Energy,864.35,11270.15,66.62,49.05,19692956,7.48,0.11,0.0491,74.9,1.13,7.12,332.8087093
AC2575,BSE,Real Estate,393.21,38182.08,33.13,77.56,16887727,6.39,-0.43,0.0571,74.9,0.6,8.9,250.3558017
AC2576,NYSE,Real Estate,118.14,12765.84,95.79,66.58,13736212,7.13,-0.43,0.0262,1,1.18,6.41,631.4897258
AC2577,NSE,Materials,861.23,11270.15,75.02,61.69,16428904,4.67,0.03,0.0244,74.9,0.74,5.47,467.4129522
AC2578,S&P 500,Energy,740.82,3351.28,50.28,101.12,15496655,3.99,0.11,0.0427,1,1.02,6.68,504.1182926
AC2579,BSE,Healthcare,258.48,38182.08,32.93,39.08,15227768,7.5,0.78,0.0528,74.9,0.91,3.09,125.5667051
AC2580,BSE,Real Estate,827.48,38182.08,95.01,157.68,1035510,4.53,-0.43,0.0386,74.9,1.24,7.4,1491.349191
AC2581,NSE,Real Estate,187.39,11270.15,99.45,156.1,594089,4.64,-0.43,0.0454,74.9,1.17,3.53,1537.317502
AC2582,BSE,Materials,30.32,38182.08,86.93,19.72,7641724,6.54,0.03,0.0363,74.9,0.72,0.45,169.7875874
AC2583,NSE,Energy,897.75,11270.15,99.46,33.56,8659350,5.73,0.11,0.0279,74.9,0.76,3.86,343.4920184
AC2584,NYSE,Materials,74.84,12765.84,66.16,143.76,9593040,8.12,0.03,0.0287,1,1.03,8.68,937.198589
AC2585,NSE,Information Tech,87.24,11270.15,50.4,70.2,9570641,3.66,0.23,0.0249,74.9,1.18,3.5,347.2373557
AC2586,NYSE,Information Tech,663.64,12765.84,39.47,55,20039903,5.87,0.23,0.0242,1,1.19,0.9,215.4945519
AC2587,BSE,Energy,390.25,38182.08,28.3,142.88,10172628,3.3,0.11,0.0443,74.9,1.18,9.25,391.3317231
AC2588,S&P 500,Information Tech,284,3351.28,80.31,76.79,20063555,7.74,0.23,0.0184,1,1.07,2.63,609.7575411
AC2589,S&P 500,Real Estate,215.99,3351.28,75.7,192.88,9691926,4.49,-0.43,0.051,1,0.83,2.24,1441.431086
AC2590,BSE,Real Estate,349.27,38182.08,51.5,67.02,2810687,7.83,-0.43,0.0583,74.9,0.94,8.76,339.3468207
AC2591,JSE,Real Estate,746.33,55722,88.73,112.38,8779980,7.77,-0.43,0.0156,17.7,0.98,7.59,991.7940862
AC2592,BSE,Healthcare,99.94,38182.08,96.31,51.64,1529938,6.75,0.78,0.0461,74.9,1.21,2.55,492.6923832
AC2593,JSE,Energy,102.88,55722,65.63,124.07,16814706,5.98,0.11,0.029,17.7,0.89,5.7,802.350918
AC2594,BSE,Energy,138.16,38182.08,51.8,91.66,12798938,5.33,0.11,0.0492,74.9,0.6,1.76,466.1519962
AC2595,JSE,Information Tech,169.98,55722,37.42,153.8,16005616,6.65,0.23,0.0612,17.7,1.26,5.56,560.806116
AC2596,S&P 500,Materials,106.78,3351.28,64.75,166.54,14414990,4.43,0.03,0.0488,1,0.87,2.44,1062.204983
AC2597,NYSE,Real Estate,122.99,12765.84,82.55,195.82,3236658,4.06,-0.43,0.0306,1,0.65,8.6,1597.420687
AC2598,BSE,Healthcare,305,38182.08,85.21,115.11,4509237,7.84,0.78,0.0489,74.9,0.69,3.35,970.2586065
AC2599,NSE,Materials,727.38,11270.15,12.27,128.15,562256,6.5,0.03,0.0549,74.9,1.22,2.53,150.2352783
AC2600,NSE,Healthcare,649.32,11270.15,31.65,29.47,12814056,5.42,0.78,0.0486,74.9,1.17,6.28,94.02617994
AC2601,NSE,Information Tech,701.07,11270.15,28.02,177.84,18175531,5.35,0.23,0.0466,74.9,1.24,7.23,485.4735964
AC2602,NYSE,Information Tech,230.91,12765.84,39.42,67.19,7179465,3.69,0.23,0.0552,1,0.6,3.67,258.8199352
AC2603,NYSE,Materials,56.46,12765.84,48.79,167.77,3837383,8.22,0.03,0.0294,1,0.6,6.8,802.3116874
AC2604,NSE,Healthcare,174.16,11270.15,33.07,17.88,15982199,4.98,0.78,0.0529,74.9,0.74,5.73,57.9583354
AC2605,NYSE,Healthcare,494.24,12765.84,83.68,95.22,8146519,6.52,0.78,0.06,1,1.01,6.32,789.1002328
AC2606,JSE,Information Tech,815.05,55722,85.09,74.78,3200498,3.76,0.23,0.0525,17.7,0.89,5.22,637.2996329
AC2607,NSE,Energy,644.84,11270.15,52.75,130.78,12074252,7.23,0.11,0.031,74.9,0.64,5.01,680.4080321
AC2608,BSE,Information Tech,154.75,38182.08,13.34,172.62,19971006,5.77,0.23,0.0608,74.9,0.68,4.72,214.1175833
AC2609,S&P 500,Real Estate,736.55,3351.28,48.23,20.45,19980566,5.43,-0.43,0.0573,1,0.99,4.14,102.135353
AC2610,NYSE,Healthcare,379.38,12765.84,89.29,125.99,12197757,3.5,0.78,0.0187,1,1.09,4.02,1113.528302
AC2611,NSE,Materials,515.28,11270.15,59.91,146.94,4261785,3.96,0.03,0.0269,74.9,0.66,0.98,867.5739569
AC2612,NSE,Energy,889.35,11270.15,20.16,79.19,18768059,5.98,0.11,0.0449,74.9,1.05,0.65,164.3850354
AC2613,BSE,Healthcare,199.17,38182.08,29.91,198.67,9454132,6.4,0.78,0.0343,74.9,0.7,5.8,575.3137836
AC2614,JSE,Healthcare,819.03,55722,97.31,97.51,2730029,3.74,0.78,0.0587,17.7,1.12,5.79,947.8575283
AC2615,JSE,Energy,882.34,55722,20.79,150.44,14783207,3.68,0.11,0.0562,17.7,1.24,8.82,310.0643761
AC2616,S&P 500,Healthcare,777.05,3351.28,98.64,158.19,14698627,4.41,0.78,0.0478,1,0.87,8.67,1551.652987
AC2617,S&P 500,Real Estate,658.49,3351.28,14.87,108.32,12230235,3.82,-0.43,0.0568,1,0.88,5.61,154.2849098
AC2618,NYSE,Real Estate,338.91,12765.84,78.68,105.9,2009582,7.91,-0.43,0.0314,1,0.68,6.99,823.5117472
AC2619,NSE,Energy,120.27,11270.15,28.82,188.12,8013558,6.6,0.11,0.0519,74.9,0.68,2.47,524.0847923
AC2620,NYSE,Real Estate,139.74,12765.84,37.42,37.5,9142039,4.96,-0.43,0.0483,1,1.28,6.35,136.9856211
